,Titre,Description,URL,Vrai_ou_Faux,Date_Publication,Date_Maj,Auteurs,Site
269,"Le budget masque d’une famille de quatre personnes est-il vraiment de 20 euros par mois, comme l’affirme Olivier Véran ?","Selon Olivier Véran, le coût mensuel des masques en tissu, pour une famille de quatre personnes, ne dépasserait pas vingt euros.",https://www.20minutes.fr/societe/2827899-20200723-budget-masque-famille-quatre-personnes-vraiment-20-euros-mois-comme-affirme-olivier-veran,,le 23/07/20 à 19h06,le 24/07/20 à 08h46,Alexis Orsini,20minutes
270,"Macron, Merkel… Gare à la photo censée montrer le non respect des gestes barrière par des dirigeants européens",Des internautes relayent une photo de plusieurs dirigeants européens attablés sans masque ni distanciation sociale pour affirmer que la crise du Covid-19 « n'est qu'un fake politique »... alors que le cliché a été pris en 2018.,https://www.20minutes.fr/societe/2826935-20200722-macron-merkel-gare-photo-censee-montrer-non-respect-gestes-barriere-dirigeants-europeens,,le 22/07/20 à 16h07,le 25/07/20 à 15h14,Alexis Orsini,20minutes
271,"Coronavirus : Non, les tests PCR ne sont pas dangereux pour la santé",Un post Facebook anxiogène alerte sur les prétendus dangers graves pour la santé des tests de dépistage du Covid-19,https://www.20minutes.fr/societe/2823651-20200716-coronavirus-non-tests-pcr-dangereux-sante,Faux,le 16/07/20 à 18h04,le 16/07/20 à 18h04,Alexis Orsini,20minutes
272,Coronavirus : Les arguments des « anti-masques » sont-ils scientifiquement recevables ?,"Certains internautes fustigent l’idée de porter un masque, alors qu’un décret imposant son usage dans les lieux publics clos devrait entrer en vigueur la semaine prochaine",https://www.20minutes.fr/societe/2823683-20200716-coronavirus-arguments-anti-masques-scientifiquement-recevables,,le 16/07/20 à 17h48,le 16/07/20 à 17h48,Aymeric Le Gall,20minutes
273,Gare à cette photo de statue recouverte de graffitis sortie de son contexte,"Sur les réseaux sociaux, la photo d’une statue vandalisée est partagée par certains internautes qui s’indignent de voir de telles dégradations commises en France… alors qu’elle a été prise aux Etats-Unis.",https://www.20minutes.fr/societe/2823315-20200716-gare-photo-statue-ciblee-graffitis-sortie-contexte,,le 16/07/20 à 16h15,le 16/07/20 à 16h17,A.O.,20minutes
274,"Non, le gouvernement n’a pas privatisé La Poste pendant l’épidémie de coronavirus",Un texte relayé sur Facebook affirme que le gouvernement aurait privatisé La Poste en toute discrétion pendant l'épidémie de coronavirus,https://www.20minutes.fr/societe/2822727-20200715-non-gouvernement-privatise-poste-pendant-epidemie-coronavirus,Faux,le 15/07/20 à 17h55,le 15/07/20 à 17h55,Alexis Orsini,20minutes
275,"Eric Dupond-Moretti, 5G... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2820015-20200711-eric-dupond-moretti-5g-attention-intox-semaine,Faux,le 11/07/20 à 11h39,le 11/07/20 à 11h39,A.O.,20minutes
276,Pouvons-nous vraiment vendre nos chatons mignons à des labos ?,"Cette semaine dans « Oh my fake », Clémence s’intéresse à une rumeur qui fait du mal au monde animal",https://www.20minutes.fr/societe/2819739-20200710-oh-my-fake-pouvons-vraiment-vendre-chatons-mignons-labos,,le 10/07/20 à 19h16,le 04/08/20 à 17h25,Anne Kerloc'h,20minutes
277,"Donald Trump qualifie Christophe Colomb de « découvreur » de l’Amérique, un terme controversé",Des historiens reviennent sur l'utilisation de ce terme,https://www.20minutes.fr/monde/2818647-20200710-donald-trump-qualifie-christophe-colomb-decouvreur-amerique-terme-controverse,,le 10/07/20 à 17h57,le 10/07/20 à 17h57,Mathilde Cousin,20minutes
278,"Espace : L'alignement de l'ensemble des planètes sur un seul axe, un phénomène plausible ?","Selon les spécialistes, les planètes sont actuellement regroupées dans une même zone de l'espace, mais ne peuvent pas être alignées",https://www.20minutes.fr/societe/2818907-20200710-espace-alignement-ensemble-planetes-seul-axe-phenomene-plausible,,le 10/07/20 à 17h09,le 10/07/20 à 17h09,Francois Launay,20minutes
279,"Gouvernement Castex : On fait le point sur les infos virales concernant Eric Dupond-Moretti, nouveau ministre de la Justice",La nomination d'Eric Dupond-Moretti est le sujet politique le plus en vogue sur les réseaux sociaux depuis l'annonce du gouvernement Castex,https://www.20minutes.fr/politique/2818871-20200709-gouvernement-castex-fait-point-infos-virales-concernant-eric-dupond-moretti-nouveau-ministre-justice,,le 09/07/20 à 16h31,le 09/07/20 à 17h54,Aymeric Le Gall,20minutes
280,"Non, cette photo ne montre pas des Black Panthers en train de détruire des statues du Christ aux Etats-Unis",Une publication virale sur les réseaux sociaux montre des hommes vêtus de noir en train de saccager des statues du Christ,https://www.20minutes.fr/monde/2818595-20200709-non-photo-montre-black-panthers-train-detruire-statues-christ-etats-unis,Faux,le 09/07/20 à 11h54,le 09/07/20 à 11h54,Francois Launay,20minutes
281,Découvrez notre nouvelle newsletter « Fake off » pour être fort contre les « fake news »,L’intox n’arrête jamais... Alors notre newsletter « Fake off » ne vous lâche pas pendant les vacances,https://www.20minutes.fr/societe/2817651-20200708-decouvrez-nouvelle-newsletter-fake-off-etre-fort-contre-fake-news,,le 08/07/20 à 18h09,le 06/01/21 à 15h20,Anne Kerloc'h,20minutes
282,"Non, le port du masque dans une église n’est pas « contraire au credo catholique »","Agnès Cerighelli, ancienne conseillère municipale de Saint-Germain-en-Laye, exclue de LREM en 2018, a dénoncé dans un post Instagram l'obligation de porter un masque dans les églises",https://www.20minutes.fr/societe/2817947-20200708-non-port-masque-eglise-contraire-credo-catholique,Faux,le 08/07/20 à 18h01,le 08/07/20 à 18h01,Francois Launay,20minutes
283,"Non, cette femme n'a pas été battue et kidnappée par George Floyd, comme le laisse entendre un post Facebook",Une publication mensongère circule sur Facebook au sujet d'une victime de George Floyd lors d'un cambriolage commis par ce dernier en 2007 aux Etats-Unis,https://www.20minutes.fr/monde/2817859-20200708-non-femme-battue-kidnappee-george-floyd-comme-laisse-entendre-post-facebook,Faux,le 08/07/20 à 15h29,le 08/07/20 à 15h29,Aymeric Le Gall,20minutes
284,Coronavirus : Une nouvelle étude scientifique est-elle en train de réhabiliter l’hydroxychloroquine ?,La revue scientifique « The Lancet » a publié une nouvelle étude le 3 juillet sur le médicament et son efficacité contre le Covid,https://www.20minutes.fr/sante/2816851-20200707-coronavirus-nouvelle-etude-scientifique-train-rehabiliter-hydroxychloroquine,,le 07/07/20 à 17h16,le 08/07/20 à 10h08,Francois Launay,20minutes
285,"Non, Ségolène Royal n'a pas été piégée par un site satirique belge",Un site belge affirme avoir piégé la socialiste sur son entrée au gouvernement,https://www.20minutes.fr/politique/2815783-20200706-non-segolene-royal-piegee-site-satirique-belge,Faux,le 06/07/20 à 15h14,le 07/07/20 à 07h19,Francois Launay,20minutes
286,"Non, cette photo ne montre pas des migrants arrêtés au large de l'Australie par des navires militaires",Une photo devenue virale sur les réseaux sociaux est présentée à tort comme l’arrestation d’un bateau de migrants par l’armée australienne,https://www.20minutes.fr/monde/2815655-20200706-non-photo-montre-migrants-arretes-large-australie-navires-militaires,Faux,le 06/07/20 à 13h23,le 06/07/20 à 13h26,Francois Launay,20minutes
287,"Non, Tom Cruise n’est pas candidat à la présidentielle 2020 aux Etats-Unis","Dans la foulée de la candidature du rappeur Kanye West, un vieux canular annonçant la candidature de l’acteur a refait surface ce week-end sur les réseaux sociaux",https://www.20minutes.fr/monde/2815643-20200706-non-tom-cruise-candidat-presidentielle-2020-etats-unis,Faux,le 06/07/20 à 12h11,le 06/07/20 à 12h11,C.P.,20minutes
288,"Le mont Blanc débaptisé, touristes hospitalisés... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2814555-20200704-mont-blanc-debaptise-touristes-hospitalises-attention-intox-semaine,Faux,le 04/07/20 à 11h35,le 04/07/20 à 11h35,M.Co.,20minutes
289,Municipales 2020 : Le nouveau maire de Goussainville a-t-il été fiché « S » pour islamisme ?,Abdelaziz Hamida doit être élu maire de cette commune du Val-d'Oise ce samedi après avoir remporté les élections municipales,https://www.20minutes.fr/municipales/2813403-20200704-municipales-2020-nouveau-maire-goussainville-fiche-islamisme,,le 04/07/20 à 11h31,le 04/07/20 à 11h31,Francois Launay,20minutes
290,"Mort de George Floyd : Les policiers des pays nordiques font moins de victimes que les policiers américains, mais gare au raccourci",Une image virale compare la durée de formation des policiers dans les pays nordiques à celle des policiers aux Etats-Unis. L’image établit un parallèle entre cette durée et le nombre de morts causés par les policiers,https://www.20minutes.fr/monde/2813387-20200704-mort-george-floyd-policiers-pays-nordiques-font-moins-victimes-policiers-americains-gare-raccourci,,le 04/07/20 à 08h05,le 04/07/20 à 08h05,Mathilde Cousin,20minutes
291,La RATP a-t-elle mis en place un système de fichage illégal pour bloquer l’avancement de ses salariés grévistes ?,"Plusieurs fichiers secrets ont été découverts par les syndicats de la RATP, laissant craindre un fichage illégal des conducteurs pour bloquer leur avancement",https://www.20minutes.fr/societe/2814239-20200703-ratp-mis-place-systeme-fichage-illegal-bloquer-avancement-salaries-grevistes,,le 03/07/20 à 18h09,le 03/07/20 à 18h09,Aymeric Le Gall,20minutes
292,« Oh My Fake » : La mère de Trump l'a-t-elle vraiment traité d'idiot ?,"La fête des mères, c'est la fête à Donald",https://www.20minutes.fr/societe/2813351-20200702-oh-my-fake-mere-trump-vraiment-traite-idiot,,le 02/07/20 à 17h20,le 03/07/20 à 10h11,Anne Kerloc'h,20minutes
293,Coronavirus : Des « badges » ont-ils été remis aux enseignants mobilisés ? C'est vrai,Plusieurs académies ont mis en place un système de « badges » virtuels pour valoriser les compétences acquises chez les enseignants pendant le confinement,https://www.20minutes.fr/societe/2811555-20200701-coronavirus-badges-remis-enseignants-mobilises-vrai,,le 01/07/20 à 17h43,le 01/07/20 à 17h49,Francois Launay,20minutes
294,Un décret permet-il aux particuliers de vendre leurs animaux de compagnie à des laboratoires ?,Un décret relatif à la protection des animaux utilisés à des fins scientifiques a engendré un débat enflammé sur les réseaux sociaux,https://www.20minutes.fr/societe/2812383-20200701-decret-permet-particuliers-vendre-animaux-compagnie-laboratoires-comme-pretendent-certaines-associations,,le 01/07/20 à 17h26,le 01/07/20 à 17h27,Aymeric Le Gall,20minutes
295,"Coronavirus : Non, des touristes n’ont pas surchargé l'hôpital de Sète","Des vacanciers contaminés au nouveau coronavirus mettraient en tension l’hôpital de Sète, selon une publication virale sur les réseaux sociaux",https://www.20minutes.fr/societe/2812355-20200701-coronavirus-non-touristes-surcharge-hopital-sete,Faux,le 01/07/20 à 17h22,le 01/07/20 à 17h27,Emilie Jehanno,20minutes
296,Municipales 2020 : La République en marche a-t-elle appelé au front anti-écolo ?,"Le parti présidentiel, qui a noué plusieurs alliances au second tour avec Les Républicains, rejette l’idée d’un front anti-écolo",https://www.20minutes.fr/municipales/2810379-20200629-republique-marche-appele-front,,le 29/06/20 à 17h44,le 29/06/20 à 18h06,Francois Launay,20minutes
297,"Non, le mont Blanc ne va pas être rebaptisé le « grand Mont »",Un tweet parodique publié ce week-end pour moquer la prise de position de L’Oréal a été relayé sur Facebook de façon virale et a été pris au premier degré par certains internautes,https://www.20minutes.fr/societe/2810287-20200629-non-mont-blanc-va-etre-rebaptise-grand-mont,Faux,le 29/06/20 à 16h28,le 29/06/20 à 16h28,Marie-Laetitia Sibille,20minutes
298,"Didier Raoult, limitation à 110km/h sur l'autoroute... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/societe/2809023-20200627-didier-raoult-limitation-110kmh-autoroute-attention-intox-semaine,Faux,le 27/06/20 à 11h35,le 27/06/20 à 11h35,A.O.,20minutes
299,Coronavirus : Le point sur les rapports déclarés entre Didier Raoult et l'industrie pharmaceutique au cours des dernières années,"A partir des données publiques, « 20 Minutes » a vérifié les liens entre Didier Raoult et Sanofi et Gilead, deux grands laboratoires pharmaceutiques",https://www.20minutes.fr/societe/2807731-20200627-coronavirus-point-rapports-declares-entre-didier-raoult-industrie-pharmaceutique-cours-dernieres-annees,,le 27/06/20 à 08h05,le 27/06/20 à 09h38,Mathilde Cousin,20minutes
300,Convention citoyenne pour le climat : Limiter la vitesse sur autoroute à 110 km/h aura-t-il un impact réel sur l’environnement ?,Un post Facebook en lien avec le débat actuel sur la limitation de la vitesse sur autouroute est devenu viral en quelques heures,https://www.20minutes.fr/societe/2808539-20200626-convention-citoyenne-climat-limiter-vitesse-autoroute-110-kmh-impact-reel-environnement,,le 26/06/20 à 17h53,le 26/06/20 à 18h04,Aymeric Le Gall,20minutes
301,"Coronavirus : Est-il « simple comme chou » de vérifier les liens entre médecins et laboratoires pharmaceutiques, comme le dit Didier Raoult ?","Lors de son audition à l’Assemblée nationale mercredi, Didier Raoult a accusé les opposants à la chloroquine de conflits d’intérêts avec Gilead Sciences",https://www.20minutes.fr/societe/2807951-20200626-coronavirus-simple-comme-chou-verifier-liens-entre-medecins-laboratoires-pharmaceutiques-comme-dit-didier-raoult,,le 26/06/20 à 16h52,le 26/06/20 à 16h52,Emilie Jehanno,20minutes
302,"Non, un bar parisien n'a pas facturé les glaçons servis dans ses boissons",Le photomontage parodique de l'addition d'un bar facturant les glaçons servis dans des Perrier est pris au sérieux par des internautes,https://www.20minutes.fr/societe/2808599-20200626-non-bar-parisien-facture-glacons-servis-boissons,Faux,le 26/06/20 à 16h51,le 26/06/20 à 16h56,A.O.,20minutes
303,"« Oh My Fake » : Pourquoi les images de Farida, l'infirmière arrêtée en manif, nous touchent autant",Des images à forte charge symbolique et un contexte mouvant,https://www.20minutes.fr/societe/2808563-20200626-oh-my-fake-pourquoi-images-farida-infirmiere-arretee-manif-touchent-autant,,le 26/06/20 à 15h59,le 26/06/20 à 16h57,Anne Kerloc'h,20minutes
304,"Coronavirus : Brésil, Chine, Inde… L’hydroxychloroquine est-elle recommandée dans ces pays, comme l’affirme Didier Raoult ?","Selon Didier Raoult, le traitement contre le Covid-19 à base d’hydroxychloroquine est recommandé dans plusieurs grandes puissances mondiales. « 20 Minutes » a vérifié ses affirmations.",https://www.20minutes.fr/societe/2808495-20200626-coronavirus-bresil-chine-inde-hydroxychloroquine-recommandee-pays-comme-affirme-didier-raoult,,le 26/06/20 à 15h43,le 26/06/20 à 15h43,Alexis Orsini,20minutes
305,Coronavirus : Le débat sur l’hydroxychloroquine s’invite jusque dans des copies d’examen à Marseille,"Des étudiants en pharmacie ont planché sur une ordonnance fictive dans laquelle figurait, entre autres, l’hydroxychloroquine. Le professeur, qui a cosigné des études avec Didier Raoult, explique à « 20 Minutes » pourquoi il a donné ce sujet",https://www.20minutes.fr/societe/2806719-20200624-coronavirus-debat-hydroxychloroquine-invite-jusque-copies-examen-marseille,,le 24/06/20 à 18h27,le 25/06/20 à 15h58,Mathilde Cousin,20minutes
306,Coronavirus : Les rassemblements massifs en plein air provoquent-ils la création de clusters ?,"A chaque nouvelle vidéo de rassemblements importants en plein air (Fête de la musique, soirées sur les quais…), des internautes s’inquiètent d’émergence de nouveaux cas de Covid-19. A tort ou à raison ?",https://www.20minutes.fr/societe/2806903-20200624-coronavirus-rassemblements-massifs-plein-air-provoquent-creation-clusters,,le 24/06/20 à 17h22,le 25/06/20 à 17h47,Alexis Orsini,20minutes
307,"Mortalité, deuxième vague… Didier Raoult avait-il vu juste dans ses estimations sur l’épidémie de Covid-19 ?","« 20 Minutes » revient sur plusieurs analyses formulées par Didier Raoult sur la possible évolution de l’épidémie de coronavirus, pour voir si les faits lui ont donné raison",https://www.20minutes.fr/societe/2806111-20200624-mortalite-deuxieme-vague-didier-raoult-vu-juste-estimations-epidemie-covid-19,,le 24/06/20 à 10h14,le 24/06/20 à 16h15,Alexis Orsini,20minutes
308,Déconfinement : Attention à l’interprétation de cette carte montrant trois régions en « zone rouge »,"Sur Facebook, une infographie présentant trois régions françaises en « zone rouge » est devenue virale. Elle prête toutefois à confusion",https://www.20minutes.fr/societe/2805663-20200623-deconfinement-attention-interpretation-carte-montrant-trois-regions-zone-rouge,Faux,le 23/06/20 à 19h09,le 24/06/20 à 15h30,Marie-Laetitia Sibille,20minutes
309,"Affaire Steve Maia Caniço : Un téléphone peut-il « borner » une fois immergé, comme l’avance un syndicat de police ?",Des déclarations du secrétaire national adjoint du syndicat de police Alliance en septembre 2019 circulent à nouveau sur les réseaux sociaux,https://www.20minutes.fr/societe/2805971-20200623-affaire-steve-maia-canico-telephone-peut-borner-fois-immerge-comme-avance-syndicat-police,,le 23/06/20 à 17h15,le 24/06/20 à 09h48,Aymeric Le Gall,20minutes
310,"Oui, un magasin nommé « Covid-19 Essentials » a bien ouvert en Floride",Des internautes s’interrogent sur l’authenticité de la photo d’une boutique baptisée « Covid-19 Essentials »,https://www.20minutes.fr/societe/2805091-20200622-oui-magasin-nomme-covid-19-essentials-bien-ouvert-floride,vrai,le 22/06/20 à 17h55,le 22/06/20 à 17h55,Alexis Orsini,20minutes
311,Municipales 2020 à Toulouse : Le CHU de Toulouse a-t-il retweeté un post du maire sortant en pleine campagne ?,"Un post du maire sortant (LR) de la Ville rose, retweeté par le CHU de Toulouse agite la campagne des municipales. Le CHU parle d’un acte de malveillance",https://www.20minutes.fr/toulouse/2804971-20200622-municipales-2020-toulouse-chu-toulouse-retweete-post-maire-sortant-pleine-campagne,,le 22/06/20 à 16h20,le 22/06/20 à 16h20,Béatrice Colin,20minutes
312,"Non, Sibeth Ndiaye n’a pas défendu le jet de pierres sur les forces de l’ordre","Des syndicats de police s'offusquent d'une déclaration de la porte-parole du gouvernement, mais celle-ci est relayée sans tenir compte de l'entièreté de ses propos",https://www.20minutes.fr/societe/2804863-20200622-non-sibeth-ndiaye-defendu-jet-pierres-forces-ordre,Faux,le 22/06/20 à 13h06,le 22/06/20 à 13h06,Alexis Orsini,20minutes
313,"Etats-Unis : Aucune preuve que Mary Anne Trump, la mère du président, a déclaré que Donald Trump est « un idiot »","Une citation douteuse attribuée à Mary Anne Trump, la mère de Donald Trump, morte en 2000, circule sur les réseaux sociaux",https://www.20minutes.fr/high-tech/2804031-20200620-etats-unis-aucune-preuve-mary-anne-trump-mere-president-declare-donald-trump-idiot,Faux,le 20/06/20 à 18h25,le 20/06/20 à 18h25,M.Co.,20minutes
314,"Tatouage d'un policier, statue déboulonnée... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2803495-20200620-tatouage-policier-statue-deboulonnee-attention-intox-semaine,Faux,le 20/06/20 à 11h35,le 02/07/20 à 13h00,M.Co.,20minutes
315,« Oh My Fake » : Un agent du FBI arrêté par erreur du fait de sa couleur de peau ?,"Cette semaine, Clémence se penche sur le pouvoir des images",https://www.20minutes.fr/societe/2803399-20200619-oh-my-fake-agent-fbi-arrete-erreur-fait-couleur-peau,,le 19/06/20 à 15h16,le 19/06/20 à 15h16,Anne Kerloc'h,20minutes
316,"Coronavirus : Au CHU de Toulouse, la direction a-t-elle reçu une meilleure prime que des soignants ?",Un syndicat de l’établissement a dénoncé des écarts de prime entre la direction et des soignants,https://www.20minutes.fr/sante/2802871-20200618-coronavirus-chu-toulouse-direction-recu-meilleure-prime-soignants,,le 18/06/20 à 20h06,le 18/06/20 à 23h57,"Emilie Jehanno, avec Béatrice Colin",20minutes
317,A propos de la rubrique « Fake off » de « 20 Minutes »,"« 20 Minutes » s’engage, en partenariat avec Facebook, à lutter contre les fake news",https://www.20minutes.fr/arts-stars/medias/2797871-20200618-propos-rubrique-fake-off-20-minutes,,le 18/06/20 à 18h32,le 04/02/21 à 09h40,C.P.,20minutes
318,« Oh My Fake » : Pourquoi StopCovid fait-elle aussi peur ?,L'appli de traçage pour lutter contre le coronavirus est accusée des manipulations les plus sournoises,https://www.20minutes.fr/societe/2798587-20200618-oh-my-fake-pourquoi-stopcovid-fait-aussi-peur,,le 18/06/20 à 17h50,le 19/06/20 à 15h47,Anne Kerloc'h,20minutes
319,"Oui, forces de l’ordre et personnel soignant se sont bien applaudis mutuellement à Nîmes","Sur Twitter comme sur Facebook, plusieurs membres ou soutiens de la police ont partagé une vidéo virale montrant une compagnie républicaine de sécurité applaudir des soignants, qui leur ont rendu la pareille",https://www.20minutes.fr/societe/2801895-20200618-oui-forces-ordre-personnel-soignant-bien-applaudis-mutuellement-nimes,vrai,le 18/06/20 à 16h28,le 18/06/20 à 16h28,Alexis Orsini,20minutes
320,Interpellation violente d’une femme enceinte à Aulnay-sous-Bois : Que s’est-il passé ?,Les vidéos de l’interpellation violente d’une usagère du RER à Aulnay-sous-Bois mardi ont enflammé les réseaux sociaux,https://www.20minutes.fr/societe/2802499-20200618-interpellation-violente-femme-enceinte-aulnay-sous-bois-passe,,le 18/06/20 à 15h00,le 18/06/20 à 16h13,Aymeric Le Gall,20minutes
321,Mobilisation pour l’hôpital à Paris : L’infirmière interpellée confondue à tort avec une élue La France insoumise,"Les images de l’interpellation de Farida C., mardi à Paris, ont fait polémique. La soignante a été confondue à tort sur les réseaux sociaux avec Farida Amrani, une conseillère municipale à Evry",https://www.20minutes.fr/societe/2802339-20200618-mobilisation-hopital-paris-infirmiere-interpellee-confondue-tort-elue-france-insoumise,,le 18/06/20 à 14h14,le 18/06/20 à 16h58,Mathilde Cousin,20minutes
322,"Coronavirus : La France a-t-elle répondu « de façon volontaire » à la demande de l’OMS de tester les cas suspects, comme l’affirme Jérôme Salomon ?","Auditionné mardi, Jérôme Salomon a expliqué que la France « a répondu de façon volontaire » aux recommandations de l’OMS de « tester » les cas suspects. 20 Minutes s’est penché sur cette déclaration",https://www.20minutes.fr/societe/2801727-20200617-coronavirus-france-repondu-facon-volontaire-demande-oms-tester-cas-suspects-comme-affirme-jerome-salomon,,le 17/06/20 à 20h45,le 17/06/20 à 20h45,Mathilde Cousin,20minutes
323,Des « violences d’agents SNCF » dans un train ? Retour sur une vidéo virale,Une vidéo montrant l’intervention de plusieurs agents de la sûreté ferroviaire sur un passager est devenue virale sur les réseaux sociaux,https://www.20minutes.fr/societe/2801011-20200617-violences-agents-sncf-train-retour-video-virale,,le 17/06/20 à 17h56,le 18/06/20 à 10h01,Alexis Orsini,20minutes
324,PODCAST. Des policiers ont-ils refusé d’interpeller un individu qui les a insultés ?,"Mathilde Cousin, journaliste au service « Fake Off » de « 20 Minutes », revient sur un document, écrit prétendument par des policiers, largement partagé et commenté sur les réseaux sociaux",https://www.20minutes.fr/podcast/2801527-20200617-podcast-policiers-refusant-interpeller-individu-insultes-verification,,le 17/06/20 à 12h14,le 17/06/20 à 12h22,Anne-Laëtitia Béraud,20minutes
325,La croix de fer tatouée sur le bras d’un policier à Paris est-elle un symbole néonazi ?,La photo du tatouage d’une croix de fer sur le bras d’un policier a choqué de nombreux internautes sur les réseaux sociaux,https://www.20minutes.fr/societe/2801051-20200616-croix-fer-tatouee-bras-policier-paris-symbole-neonazi,,le 16/06/20 à 18h30,le 17/06/20 à 16h41,Aymeric Le Gall,20minutes
326,Statues déboulonnées : Un monument en hommage à George Orwell situé devant la BBC bientôt retiré ? C’est faux,"Un message trompeur publié sur Twitter laisse penser que le groupe public audiovisuel britannique veut retirer une statue de l'écrivain, car les thèmes abordés par celui-ci « ne correspondraient plus aux valeurs » de la BBC",https://www.20minutes.fr/monde/2800679-20200616-statues-deboulonnees-monument-hommage-george-orwell-situe-devant-bbc-bientot-retire-faux,Faux,le 16/06/20 à 17h01,le 16/06/20 à 17h01,Mathilde Cousin,20minutes
327,Coronavirus : L’utilisation prolongée du masque prive-t-elle d’oxygène ? La réponse est non !,"Sur les réseaux sociaux, une publication conseille aux internautes d’enlever leur masque toutes les dix minutes pour mieux respirer, éviter l’hypoxie et d’autres effets secondaires graves",https://www.20minutes.fr/sante/2774695-20200507-coronavirus-utilisation-prolongee-masque-prive-oxygene-reponse-non,,le 16/06/20 à 10h40,le 16/06/20 à 18h20,Marie-Laetitia Sibille,20minutes
328,Violences policières : Attention aux estimations trompeuses du nombre de manifestants à l'appel des proches d'Adama Traoré,"Sur Twitter, selon les opinions des internautes, de nombreux clichés de la place de la République ont circulé, pris sous différents angles et à différentes heures de la journée de samedi",https://www.20minutes.fr/societe/2799891-20200615-violences-policieres-attention-estimations-trompeuses-nombre-manifestants-appel-proches-adama-traore,Faux,le 15/06/20 à 19h07,le 15/06/20 à 19h07,Marie-Laetitia Sibille,20minutes
329,"Violences policières : Oui, les militants de Génération identitaire ont évité la garde à vue après leur interpellation samedi à Paris",Des militants d’extrême droite du groupe Génération identitaires ont déployé une banderole en marge de la manifestation contre les violences policières à Paris,https://www.20minutes.fr/societe/2800123-20200615-manifestation-adama-traore-oui-militants-generation-identitaire-evite-garde-vue-apres-interpellation-samedi-paris,vrai,le 15/06/20 à 16h23,le 16/06/20 à 09h34,Aymeric Le Gall,20minutes
330,"Non, les images de BFMTV n’ont pas fait croire à une « manifestation massive des policiers » à Paris","Sur Twitter, deux images différentes de la manifestation policière du 12 juin, à Paris, sont comparées pour dénoncer une prétendue manipulation de l'événement dans les médias",https://www.20minutes.fr/societe/2798995-20200613-non-images-bfmtv-fait-croire-manifestation-massive-policiers-paris,Faux,le 13/06/20 à 16h34,le 15/06/20 à 12h06,Alexis Orsini,20minutes
331,"5G et masques, police... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/societe/2798899-20200613-5g-masques-police-attention-intox-semaine,Faux,le 13/06/20 à 11h28,le 13/06/20 à 11h28,A.O.,20minutes
332,Etats-Unis : Une carte bancaire créée par des antifas ? Il s’agit d’une plaisanterie,"Dans un tweet viral, un Américain explique qu'il existe une carte bancaire antifa. L'objet en question est une plaisanterie créée par des Allemands",https://www.20minutes.fr/monde/2798243-20200612-etats-unis-carte-bancaire-creee-antifas-agit-plaisanterie,,le 12/06/20 à 18h38,le 12/06/20 à 18h38,Mathilde Cousin,20minutes
333,Des jeunes qui « ne se laissent plus faire » face aux violences policières ? Retour sur une vidéo virale,La vidéo d'un contrôle policier qui s'achève par des coups entre une personne interpellée et les forces de l'ordre est partagée sur les réseaux sociaux depuis ce jeudi,https://www.20minutes.fr/societe/2798527-20200612-jeunes-laissent-plus-faire-face-violences-policieres-retour-video-virale,,le 12/06/20 à 17h53,le 12/06/20 à 17h53,Alexis Orsini,20minutes
334,Une décision du Conseil constitutionnel va-t-elle mettre à mal la séparation des pouvoirs en France ?,Une décision rendue par le Conseil constitutionnel au sujet de la nature juridique des ordonnances inquiètent les juristes,https://www.20minutes.fr/societe/2798255-20200612-decision-conseil-constitutionnel-va-mettre-mal-separation-pouvoirs-france,,le 12/06/20 à 16h41,le 12/06/20 à 17h54,Aymeric Le Gall,20minutes
335,Signaler une information qui vous paraît fausse à l’équipe « Fake Off » de « 20 Minutes »,"« 20 Minutes » est partenaire de Facebook pour lutter contre les fausses nouvelles. Grâce à ce dispositif, les utilisateurs du réseau social peuvent signaler une information qui leur paraît fausse",https://www.20minutes.fr/arts-stars/medias/2797879-20200612-signaler-information-parait-fausse-equipe-fake-off-20-minutes,Faux,le 12/06/20 à 16h07,le 12/06/20 à 17h00,C.P.,20minutes
336,Le « mystère » de l’avion qui a atterri 37 ans après avoir décollé est un canular,"Sur Twitter, un thread devenu viral reprend l’histoire surnaturelle d’un avion qui aurait atterri 37 ans après avoir décollé",https://www.20minutes.fr/monde/2797683-20200611-mystere-avion-atterri-37-ans-apres-avoir-decolle-canular,,le 11/06/20 à 18h35,le 11/06/20 à 18h35,Emilie Jehanno,20minutes
337,La Rochelle : Des policiers expriment leur « mécontentement » dans une surprenante main courante,Des policiers ont écrit ne pas avoir interpellé un passant qui les a insultés « afin d’éviter toute éventuelle émeute ou accusation future de racisme ». Une source syndicale y voit l’expression d’un « mécontentement »,https://www.20minutes.fr/societe/2797527-20200611-rochelle-policiers-expriment-mecontentement-surprenante-main-courante,,le 11/06/20 à 18h02,le 11/06/20 à 18h04,Mathilde Cousin,20minutes
